,Data,Countries,Local,Industry Sector,Accident Level,Potential Accident Level,Genre,Employee or Third Party,Critical Risk,Description,,
1051,2/6/2016 0:00,Country_01,Local_04,Mining,III,IV,Male,Third Party,Others,"At Rp 050 of level 1620, while diamond drilling assistants Jhonatan and Nilton were preparing to increase the HQ perforation pipe, Jhonatan lifted one end and supported it on the pulley. When Nilton lifted the other end, the pipe slipped from the pulley and struck Jhonatan's right hand against bolts on the frame, causing bruising and laceration.",,
1052,2/21/2016 0:00,Country_01,Local_01,Mining,III,IV,Male,Third Party,Others,"Worker Yaranga was using a barretilla in Stop 996, Level 3300 while unloading metal mesh on an ampoloader basket. The barretilla became embedded in his safety boot; he forcefully removed his foot, sustaining a laceration on the right foot.",,
1053,3/6/2016 0:00,Country_01,Local_03,Mining,III,IV,Male,Third Party,Others,"While moving a 55‑gallon oil cylinder on a 200 kg rail‑mounted platform, the platform derailed. Both workers lifted it to realign; one worker's right hand was trapped between the rail and a protruding metal tube, causing a bruised wound on the index finger (no fracture).",,
1054,3/11/2016 0:00,Country_01,Local_03,Mining,III,V,Male,Third Party,Others,"During explosive loading with an anfoloader, a 9 kg rock fragment fell from the crown, striking the helper's back while he was in the basket at 2.2 m height. Subsequently, a 1,500 kg block detached and impacted the equipment, with a fragment injuring the operator on the ground. Both suffered polycontusions and minor abrasions.",,
1055,1/12/2016 0:00,Country_01,Local_05,Construction,III,III,Male,Employee,Falling Object,"A small hand tool (2 kg) dropped from a scaffold 4 m high and struck a worker's shoulder, causing a deep bruise and temporary loss of motion.",,
1056,1/28/2016 0:00,Country_01,Local_07,Manufacturing,III,IV,Male,Contractor,Machinery,"Worker's glove was caught in a slow‑moving conveyor roller; he pulled his hand free, sustaining a sprained wrist and abrasions to the fingers.",,
1057,2/9/2016 0:00,Country_01,Local_02,Warehousing,III,III,Male,Employee,Transport,A pallet truck rolled over the worker's toe; X‑ray showed a minor fracture of the distal phalanx of the big toe.,,
1058,2/24/2016 0:00,Country_01,Local_09,Mining,III,IV,Male,Third Party,Falling Object,"A small piece of slag fell from a conveyor belt onto the worker's forearm, causing a contusion and a 3 cm laceration.",,
1059,3/7/2016 0:00,Country_01,Local_06,Construction,III,III,Male,Employee,Electrical,"Worker received a mild 110V shock from a faulty extension cord; he jerked back, spraining his ankle in the process.",,
1060,3/21/2016 0:00,Country_01,Local_08,Manufacturing,III,IV,Male,Subcontractor,Chemical,"A small splash of dilute caustic solution landed on the worker's forearm; immediate rinsing resulted in a mild chemical burn (1st degree, 2% body area).",,
1061,4/3/2016 0:00,Country_01,Local_04,Warehousing,III,III,Male,Employee,Fall from Height,"Worker slipped from the bottom rung of a ladder (1 m) and landed on his side, sustaining a bruised rib and mild back strain.",,
1062,4/19/2016 0:00,Country_01,Local_10,Mining,III,IV,Male,Third Party,Transport,Worker was lightly bumped by a slow‑moving haul truck; he fell and suffered abrasions on both elbows and a sprained wrist.,,
1063,5/2/2016 0:00,Country_01,Local_01,Construction,III,III,Male,Contractor,Falling Object,"A 5 kg bag of cement fell from a 3 m height, striking the worker's hard hat; he suffered a mild concussion and neck strain.",,
1064,5/17/2016 0:00,Country_01,Local_03,Manufacturing,III,IV,Male,Employee,Machinery,"Worker's finger was pinched between two rollers during cleaning; resulted in a swollen, bruised finger with no fracture.",,
1065,6/1/2016 0:00,Country_01,Local_07,Warehousing,III,III,Male,Third Party,Crushing,Worker's hand was caught between a pallet and a wall while maneuvering; caused a contusion and laceration on the back of the hand.,,
1066,6/15/2016 0:00,Country_01,Local_05,Mining,III,IV,Male,Employee,Explosion,"A small misfire produced a shockwave that threw the worker against a support pillar, causing a shoulder contusion and temporary hearing dullness.",,
1067,7/4/2016 0:00,Country_01,Local_09,Construction,III,III,Male,Subcontractor,Fall from Height,Worker fell from a 1.5 m high platform; sustained a sprained ankle and a bruised knee.,,
1068,7/20/2016 0:00,Country_01,Local_02,Manufacturing,III,IV,Male,Contractor,Fire,A small flash fire from a solvent spill singed the worker's forearm hair and caused a 1st‑degree burn (5 cm diameter).,,
1069,8/5/2016 0:00,Country_01,Local_06,Warehousing,III,III,Male,Employee,Transport,Forklift lightly struck the worker's hip while reversing; resulted in a large bruise and mild muscle strain.,,
1070,8/22/2016 0:00,Country_01,Local_08,Mining,III,IV,Male,Third Party,Falling Object,"A 10 kg rock fragment rolled off a stockpile and struck the worker's foot, causing a bruised toe and mild swelling.",,
1071,9/7/2016 0:00,Country_01,Local_04,Construction,III,III,Male,Employee,Electrical,"Worker received a mild shock from a 120V outlet; he jerked and bumped his head against a beam, causing a small laceration and headache.",,
1072,9/23/2016 0:00,Country_01,Local_10,Manufacturing,III,IV,Male,Contractor,Machinery,"A rotating belt caught the worker's sleeve; he was pulled slightly but released quickly, suffering a bruised forearm and a small abrasion.",,
1073,10/9/2016 0:00,Country_01,Local_01,Warehousing,III,III,Male,Employee,Falling Object,"A cardboard box (15 kg) fell from a shelf onto the worker's shoulder, causing a contusion and temporary limited range of motion.",,
1074,10/25/2016 0:00,Country_01,Local_07,Mining,III,IV,Male,Third Party,Transport,Worker was splashed with muddy water from a passing truck; he stepped back awkwardly and twisted his ankle.,,
1075,11/8/2016 0:00,Country_01,Local_03,Construction,III,III,Male,Employee,Crushing,Worker's fingers were caught between two sections of formwork; resulted in bruised fingertips and minor lacerations.,,
1076,11/24/2016 0:00,Country_01,Local_05,Manufacturing,III,IV,Male,Subcontractor,Chemical,"A small drip of solvent landed on the worker's glove; he removed the glove quickly, with no skin injury but a mild chemical odor exposure causing slight dizziness.",,
1077,12/10/2016 0:00,Country_01,Local_09,Warehousing,III,III,Male,Employee,Fall from Height,Worker stepped off a low dock (0.8 m) and twisted his knee; diagnosed as a mild sprain.,,
1078,12/27/2016 0:00,Country_01,Local_02,Mining,III,IV,Male,Third Party,Explosion,"A small blasting cap detonated unexpectedly; the worker was hit by debris, causing minor lacerations on the arms and a bruised chest.",,
1079,1/13/2017 0:00,Country_01,Local_06,Construction,III,III,Male,Contractor,Falling Object,"A wooden plank (8 kg) slid off a saw horse and struck the worker's lower leg, causing a deep bruise and a small cut.",,
1080,1/29/2017 0:00,Country_01,Local_08,Manufacturing,III,IV,Male,Employee,Machinery,"Worker's hand was pinched in a chain sprocket; he withdrew quickly, sustaining a swollen index finger with no fracture.",,
1081,2/14/2017 0:00,Country_01,Local_04,Warehousing,III,III,Male,Third Party,Transport,"Worker was struck in the shin by a rolling drum (50 kg); resulted in a large hematoma and pain, but no fracture.",,
1082,3/2/2017 0:00,Country_01,Local_10,Mining,III,IV,Male,Employee,Electrical,"Worker felt a tingle from a 24V battery terminal and dropped a tool on his foot, causing a bruised toe.",,
1083,3/18/2017 0:00,Country_01,Local_01,Construction,III,III,Male,Subcontractor,Fall from Height,"Worker fell from a step stool (1 m) while reaching for materials, spraining his right wrist and bruising his hip.",,
1084,4/4/2017 0:00,Country_01,Local_07,Manufacturing,III,IV,Male,Contractor,Fire,"A small grease fire was quickly extinguished, but the worker sustained a minor 1st‑degree burn on his hand from the heat.",,
1085,4/20/2017 0:00,Country_01,Local_05,Warehousing,III,III,Male,Employee,Crushing,Worker's hand was briefly trapped between a loaded cart and a door frame; resulted in bruising and swelling of the fingers.,,
1086,5/6/2017 0:00,Country_01,Local_09,Mining,III,IV,Male,Third Party,Falling Object,"A small stone fell from the overhead and struck the worker's shoulder, causing a contusion and minor abrasion.",,
1087,5/22/2017 0:00,Country_01,Local_03,Construction,III,III,Male,Employee,Electrical,"Worker received a slight shock from a damaged power cord; he recoiled and bumped his elbow, causing a bruise.",,
1088,6/7/2017 0:00,Country_01,Local_06,Manufacturing,III,IV,Male,Subcontractor,Machinery,"A moving conveyor belt scraped the worker's forearm, causing a friction burn and abrasion, but no deeper injury.",,
1089,6/23/2017 0:00,Country_01,Local_08,Warehousing,III,III,Male,Employee,Transport,"A pallet jack ran over the worker's heel; X‑ray negative, but severe bruising and tenderness resulted.",,
1090,7/9/2017 0:00,Country_01,Local_02,Mining,III,IV,Male,Third Party,Explosion,"A small charge produced a flying rock fragment that hit the worker's thigh, causing a deep bruise and a 2 cm laceration.",,
1091,7/25/2017 0:00,Country_01,Local_04,Construction,III,III,Male,Contractor,Fall from Height,"Worker slipped on a wet floor and fell from the bottom step of a ladder (0.5 m), spraining his ankle.",,
1092,8/10/2017 0:00,Country_01,Local_10,Manufacturing,III,IV,Male,Employee,Chemical,"A small amount of cleaning solvent splashed onto the worker's cheek; immediate washing prevented burns, but caused mild skin irritation.",,
1093,8/26/2017 0:00,Country_01,Local_01,Warehousing,III,III,Male,Employee,Falling Object,"A steel strap (3 kg) fell from a high rack and hit the worker's hard hat, causing mild neck strain and a headache.",,
1094,9/11/2017 0:00,Country_01,Local_07,Mining,III,IV,Male,Third Party,Transport,Worker was struck on the arm by a swinging chain from a moving load; resulted in a large bruise and temporary numbness.,,
1095,9/27/2017 0:00,Country_01,Local_05,Construction,III,III,Male,Subcontractor,Crushing,"Worker's finger was caught between two rebar sections; caused a swollen, bruised digit with no fracture.",,
1096,10/13/2017 0:00,Country_01,Local_09,Manufacturing,III,IV,Male,Employee,Machinery,"Worker's sleeve was caught in a drill; he stopped the machine quickly, but suffered a sprained shoulder from the sudden jerk.",,
1097,10/29/2017 0:00,Country_01,Local_03,Warehousing,III,III,Male,Contractor,Fire,A small electrical fire in a control box caused minor smoke inhalation; worker was treated with oxygen and released.,,
1098,11/14/2017 0:00,Country_01,Local_06,Mining,III,IV,Male,Employee,Falling Object,A 5 kg rock bolt fell from a 2 m height and struck the worker's foot; resulted in a bruised instep and minor swelling.,,
1099,11/30/2017 0:00,Country_01,Local_08,Construction,III,III,Male,Third Party,Electrical,"Worker received a mild shock from a 120V line and fell backward, bruising his coccyx and elbow.",,
1100,12/16/2017 0:00,Country_01,Local_02,Manufacturing,III,IV,Male,Subcontractor,Transport,"A rolling cart bumped into the worker's knee, causing a bruised patella and mild strain.",,
1101,1/2/2018 0:00,Country_01,Local_04,Warehousing,III,III,Male,Employee,Fall from Height,"Worker lost his footing on a loading ramp (1.2 m high) and fell, sustaining a sprained wrist and bruised hip.",,
1102,1/18/2018 0:00,Country_01,Local_10,Mining,III,IV,Male,Third Party,Falling Object,"A small chunk of ore fell from a truck bed and struck the worker's shoulder, causing a contusion and minor abrasion.",,
1103,2/3/2018 0:00,Country_01,Local_07,Construction,III,III,Male,Contractor,Crushing,"Worker's hand was caught between two concrete blocks; resulted in bruising and minor lacerations, no fracture.",,
1104,2/19/2018 0:00,Country_01,Local_01,Manufacturing,III,IV,Male,Employee,Machinery,"A rotating shaft caught the worker's glove; he pulled free, suffering a sprained wrist and a small cut on the palm.",,
1105,3/7/2018 0:00,Country_01,Local_05,Warehousing,III,III,Male,Third Party,Transport,Worker was nudged by a slow‑moving forklift; he fell and bruised his ribs and left knee.,,
1106,3/23/2018 0:00,Country_01,Local_09,Mining,III,IV,Male,Employee,Explosion,"A small blast sent a rock fragment into the worker's thigh, causing a deep contusion and a 3 cm laceration.",,
1107,4/8/2018 0:00,Country_01,Local_03,Construction,III,III,Male,Subcontractor,Fall from Height,Worker slipped from a 1.8 m stepladder; sustained a sprained ankle and a bruised elbow.,,
1108,4/24/2018 0:00,Country_01,Local_06,Manufacturing,III,IV,Male,Contractor,Chemical,"A mild acid vapor caused eye irritation; worker flushed eyes, no permanent damage, but required medical evaluation.",,
1109,5/10/2018 0:00,Country_01,Local_08,Warehousing,III,III,Male,Employee,Falling Object,"A box (10 kg) fell from the second shelf and struck the worker's forearm, causing a large bruise and minor swelling.",,
1110,5/26/2018 0:00,Country_01,Local_02,Mining,III,IV,Male,Third Party,Electrical,"Worker received a small static shock and jerked, hitting his hand on a metal edge, causing a laceration to the thumb.",,
1111,6/11/2018 0:00,Country_01,Local_04,Construction,III,III,Male,Employee,Fire,A small welding spark ignited a rag; worker extinguished it but suffered a minor 1st‑degree burn on his hand.,,
1112,6/27/2018 0:00,Country_01,Local_10,Warehousing,III,IV,Male,Contractor,Crushing,"Worker's fingers were pinched between two pallets; resulted in swollen, bruised fingertips with no fracture.",,
1113,7/13/2018 0:00,Country_01,Local_07,Mining,III,III,Male,Third Party,Transport,"Worker was splashed with mud from a passing truck; he stepped back and twisted his knee, causing a mild sprain.",,
1114,7/29/2018 0:00,Country_01,Local_01,Manufacturing,III,IV,Male,Employee,Machinery,"A conveyor belt scraped the worker's lower leg, causing a friction burn and abrasion, no deep injury.",,
1115,8/14/2018 0:00,Country_01,Local_05,Construction,III,III,Male,Subcontractor,Fall from Height,Worker stepped off a curb (0.5 m) and rolled his ankle; diagnosed as a moderate sprain.,,
1116,8/30/2018 0:00,Country_01,Local_09,Warehousing,III,IV,Male,Employee,Falling Object,A small metal bracket fell from a 3 m shelf and struck the worker's shoulder; resulted in a contusion and minor stiffness.,,
1117,9/15/2018 0:00,Country_01,Local_03,Mining,III,III,Male,Third Party,Electrical,Worker felt a tingle from a defective lamp; he dropped it and a piece of glass cut his finger.,,
1118,10/1/2018 0:00,Country_01,Local_06,Construction,III,IV,Male,Contractor,Transport,A rolling barrel (50 kg) struck the worker's shin; caused a large hematoma but no fracture.,,
1119,10/17/2018 0:00,Country_01,Local_08,Manufacturing,III,III,Male,Employee,Chemical,"A small splash of coolant got into the worker's eye; flushed immediately, mild irritation but no damage.",,
1120,11/2/2018 0:00,Country_01,Local_02,Warehousing,III,IV,Male,Third Party,Falling Object,"A cardboard carton (8 kg) fell from a top rack, striking the worker's head; hard hat absorbed most, but mild concussion was diagnosed.",,
1121,11/18/2018 0:00,Country_01,Local_04,Mining,III,III,Male,Employee,Crushing,"Worker's hand got caught between two sections of pipe; bruising and swelling on the palm, no fracture.",,
1122,12/4/2018 0:00,Country_01,Local_10,Construction,III,IV,Male,Contractor,Fire,"A small propane torch flared, singeing the worker's eyebrow and causing a superficial burn on the nose.",,
1123,12/20/2018 0:00,Country_01,Local_07,Warehousing,III,III,Male,Employee,Fall from Height,Worker fell from a low platform (0.9 m) while stacking; sprained his wrist and bruised his lower back.,,
1124,1/5/2016 0:00,Country_01,Local_05,Mining,III,IV,Male,Third Party,Transport,Worker was brushed by a side‑swinging conveyor belt; suffered a bruised shoulder and minor abrasion.,,
1125,1/21/2016 0:00,Country_01,Local_01,Manufacturing,III,III,Male,Employee,Machinery,Worker's finger was caught in a clamp; resulted in a bruised finger tip and a small laceration.,,
1126,2/7/2016 0:00,Country_01,Local_09,Construction,III,IV,Male,Subcontractor,Falling Object,A small piece of rebar (2 kg) fell from a height of 5 m and hit the worker's foot; caused a bruised toe and minor swelling.,,
1127,2/23/2016 0:00,Country_01,Local_03,Warehousing,III,III,Male,Employee,Electrical,"Worker received a mild shock from a 110V outlet; he recoiled and bumped his knee, causing a contusion.",,
1128,3/10/2016 0:00,Country_01,Local_06,Mining,III,IV,Male,Third Party,Explosion,"A small blasting cap produced a loud report; worker's ears rang and he suffered a mild headache, no perforation.",,
1129,3/26/2016 0:00,Country_01,Local_08,Manufacturing,III,III,Male,Contractor,Chemical,"A small drip of hydraulic fluid got into the worker's eye; flushed immediately, resulted in minor conjunctival irritation.",,
1130,4/11/2016 0:00,Country_01,Local_02,Construction,III,IV,Male,Employee,Fall from Height,Worker slipped on a wet plank at 1.2 m; sprained his ankle and bruised his hip.,,
1131,4/27/2016 0:00,Country_01,Local_04,Warehousing,III,III,Male,Third Party,Crushing,Worker's hand was caught between a dolly and a wall; caused bruising and a small laceration on the knuckles.,,
1132,5/13/2016 0:00,Country_01,Local_10,Mining,III,IV,Male,Employee,Transport,Worker was struck on the arm by a swinging cable; resulted in a large bruise and temporary loss of sensation.,,
1133,5/29/2016 0:00,Country_01,Local_07,Construction,III,III,Male,Subcontractor,Falling Object,A wooden stake (1.5 kg) fell from a 3 m height and hit the worker's shoulder; caused a contusion and mild stiffness.,,
1134,6/14/2016 0:00,Country_01,Local_01,Manufacturing,III,IV,Male,Contractor,Machinery,"Worker's shirt caught in a rotating spindle; he stopped the machine, suffering a bruised rib from the pull.",,
1135,6/30/2016 0:00,Country_01,Local_05,Warehousing,III,III,Male,Employee,Fire,A small fire in a trash can was extinguished; worker suffered mild smoke inhalation and a small burn on the hand.,,
1136,7/16/2016 0:00,Country_01,Local_09,Mining,III,IV,Male,Third Party,Electrical,"Worker touched a frayed cord and felt a tingle; he dropped the tool, bruising his foot.",,
1137,8/1/2016 0:00,Country_01,Local_03,Construction,III,III,Male,Employee,Fall from Height,"Worker lost balance on a step stool (0.7 m) and fell, spraining his wrist and bruising his elbow.",,
1138,8/17/2016 0:00,Country_01,Local_06,Manufacturing,III,IV,Male,Subcontractor,Chemical,"A splash of mild detergent solution caused skin redness on the forearm; treated with lotion, no further issue.",,
1139,9/2/2016 0:00,Country_01,Local_08,Warehousing,III,III,Male,Employee,Transport,A pallet jack bumped the worker's calf; resulted in a deep bruise and mild muscle tenderness.,,
1140,9/18/2016 0:00,Country_01,Local_02,Mining,III,IV,Male,Third Party,Falling Object,A small stone (3 kg) fell from a conveyor and struck the worker's thigh; caused a contusion and a 2 cm laceration.,,
1141,10/4/2016 0:00,Country_01,Local_04,Construction,III,III,Male,Contractor,Crushing,"Worker's finger was pinched between two steel plates; resulted in a swollen, bruised digit, no fracture.",,
1142,10/20/2016 0:00,Country_01,Local_10,Warehousing,III,IV,Male,Employee,Explosion,A small aerosol can exploded in a trash bin; worker received minor shrapnel cuts on the forearm.,,
1143,11/5/2016 0:00,Country_01,Local_07,Mining,III,III,Male,Third Party,Electrical,"Worker received a static shock and fell off a low stool, spraining his ankle.",,
1144,11/21/2016 0:00,Country_01,Local_01,Manufacturing,III,IV,Male,Employee,Machinery,"Worker's hand got caught in a belt pulley; he pulled free, suffering a bruised palm and abrasions.",,
1145,12/7/2016 0:00,Country_01,Local_05,Construction,III,III,Male,Subcontractor,Fall from Height,Worker slipped from a 1.5 m scaffolding plank; sustained a sprained wrist and a bruised knee.,,
1146,12/23/2016 0:00,Country_01,Local_09,Warehousing,III,IV,Male,Third Party,Transport,Worker was struck on the shoulder by a swinging pallet; resulted in a large contusion and mild stiffness.,,
1147,1/8/2017 0:00,Country_01,Local_03,Mining,III,III,Male,Employee,Falling Object,A 5 kg rock fragment fell from a bucket and hit the worker's foot; caused a bruised instep and minor swelling.,,
1148,1/24/2017 0:00,Country_01,Local_06,Manufacturing,III,IV,Male,Contractor,Fire,A small flash from an overheated motor singed the worker's arm hair; minor reddening of the skin.,,
1149,2/9/2017 0:00,Country_01,Local_08,Construction,III,III,Male,Employee,Electrical,"Worker received a mild shock from a 120V extension cord; he jerked and bumped his head, causing a small cut.",,
1150,2/25/2017 0:00,Country_01,Local_02,Warehousing,III,IV,Male,Third Party,Crushing,"Worker's hand was caught between two pallets; bruising and swelling in the fingers, no fracture.",,
1151,3/13/2017 0:00,Country_01,Local_04,Mining,III,III,Male,Employee,Transport,"Worker was bumped by a moving rail car; he fell, bruising his hip and elbow.",,
1152,3/29/2017 0:00,Country_01,Local_10,Manufacturing,III,IV,Male,Subcontractor,Machinery,"A conveyor belt scraped the worker's back; caused a friction burn and abrasion, no deeper injury.",,
1153,4/14/2017 0:00,Country_01,Local_07,Construction,III,III,Male,Employee,Falling Object,A small hammer (1 kg) fell from a scaffold and hit the worker's shoulder; resulted in a contusion and minor pain.,,
1154,4/30/2017 0:00,Country_01,Local_01,Warehousing,III,IV,Male,Third Party,Chemical,"A mild acid solution splashed onto the worker's glove; no skin contact, but mild respiratory irritation.",,
1155,5/16/2017 0:00,Country_01,Local_05,Mining,III,III,Male,Contractor,Explosion,"A small detonation sent a rock chip into the worker's cheek, causing a small laceration and bruise.",,
1156,6/1/2017 0:00,Country_01,Local_09,Construction,III,IV,Male,Employee,Electrical,"Worker received a slight shock and dropped a tool on his foot, bruising his big toe.",,
1157,6/17/2017 0:00,Country_01,Local_03,Manufacturing,III,III,Male,Subcontractor,Fall from Height,"Worker tripped on a hose and fell from a 0.5 m platform, spraining his ankle.",,
1158,7/3/2017 0:00,Country_01,Local_06,Warehousing,III,IV,Male,Employee,Transport,A rolling drum (30 kg) struck the worker's knee; caused a large bruise and mild strain.,,
1159,7/19/2017 0:00,Country_01,Local_08,Mining,III,III,Male,Third Party,Falling Object,"A chunk of coal (4 kg) fell from a conveyor and hit the worker's arm, causing a contusion.",,
1160,8/4/2017 0:00,Country_01,Local_02,Construction,III,IV,Male,Contractor,Crushing,"Worker's fingers were caught between two concrete blocks; resulted in swollen, bruised fingertips.",,
1161,8/20/2017 0:00,Country_01,Local_04,Manufacturing,III,III,Male,Employee,Machinery,"Worker's sleeve caught in a drill; he stopped quickly, suffering a bruised upper arm.",,
1162,9/5/2017 0:00,Country_01,Local_10,Warehousing,III,IV,Male,Third Party,Fire,"A small electrical fire produced smoke; worker inhaled minor smoke, treated with oxygen.",,
1163,9/21/2017 0:00,Country_01,Local_07,Mining,III,III,Male,Employee,Fall from Height,Worker stepped off a low platform (0.6 m) and twisted his ankle; moderate sprain.,,
1164,10/7/2017 0:00,Country_01,Local_01,Construction,III,IV,Male,Subcontractor,Electrical,"Worker received a mild shock from a 110V line and fell, bruising his ribs.",,
1165,10/23/2017 0:00,Country_01,Local_05,Warehousing,III,III,Male,Employee,Transport,"Worker was lightly struck by a forklift, causing a bruised hip and minor abrasion.",,
1166,11/8/2017 0:00,Country_01,Local_09,Mining,III,IV,Male,Third Party,Falling Object,A small piece of ore (2 kg) fell from a truck and hit the worker's shoulder; contusion and stiffness.,,
1167,11/24/2017 0:00,Country_01,Local_03,Manufacturing,III,III,Male,Contractor,Chemical,"A small splash of coolant got into the worker's eye; flushed, mild redness only.",,
1168,12/10/2017 0:00,Country_01,Local_06,Construction,III,IV,Male,Employee,Crushing,"Worker's hand was pinched between two pipes; bruising and swelling, no fracture.",,
1169,12/26/2017 0:00,Country_01,Local_08,Warehousing,III,III,Male,Third Party,Fall from Height,Worker fell from a 1 m loading dock; sustained a sprained wrist and bruised knee.,,
1170,1/11/2018 0:00,Country_01,Local_02,Mining,III,IV,Male,Employee,Explosion,A small blast sent debris; worker received a small cut on the arm and a bruised shoulder.,,
1171,1/27/2018 0:00,Country_01,Local_04,Manufacturing,III,III,Male,Subcontractor,Machinery,"Worker's glove was caught in a conveyor; he pulled free, suffering a sprained wrist.",,
1172,2/12/2018 0:00,Country_01,Local_10,Construction,III,IV,Male,Employee,Electrical,"Worker touched a frayed cord, felt a tingle, and dropped a tool on his foot; bruised toe.",,
1173,2/28/2018 0:00,Country_01,Local_07,Warehousing,III,III,Male,Contractor,Transport,A pallet truck bumped the worker's shin; resulted in a large bruise and mild pain.,,
1174,3/16/2018 0:00,Country_01,Local_01,Mining,III,IV,Male,Third Party,Falling Object,A small rock (3 kg) fell from a muck pile and struck the worker's leg; contusion and minor cut.,,
1175,4/1/2018 0:00,Country_01,Local_05,Construction,III,III,Male,Employee,Fall from Height,Worker slipped from a 1.2 m ladder; sprained his ankle and bruised his elbow.,,
1176,4/17/2018 0:00,Country_01,Local_09,Manufacturing,III,IV,Male,Subcontractor,Fire,A small flash fire singed the worker's hand; 1st‑degree burn (4 cm).,,
1177,5/3/2018 0:00,Country_01,Local_03,Warehousing,III,III,Male,Employee,Crushing,Worker's fingers caught between a cart and a wall; bruised and swollen fingertips.,,
1178,5/19/2018 0:00,Country_01,Local_06,Mining,III,IV,Male,Third Party,Transport,Worker was brushed by a moving conveyor belt; suffered a bruised shoulder and abrasion.,,
1179,6/4/2018 0:00,Country_01,Local_08,Construction,III,III,Male,Contractor,Electrical,"Worker received a slight shock and jerked, hitting his hand on a sharp edge; small laceration.",,
1180,6/20/2018 0:00,Country_01,Local_02,Warehousing,III,IV,Male,Employee,Falling Object,A box (12 kg) fell from a shelf and struck the worker's back; contusion and muscle strain.,,
1181,7/6/2018 0:00,Country_01,Local_04,Manufacturing,III,III,Male,Third Party,Machinery,"Worker's apron caught in a spinning chuck; he stopped quickly, suffering a bruised abdomen.",,
1182,7/22/2018 0:00,Country_01,Local_10,Mining,III,IV,Male,Employee,Explosion,"A small misfire produced a shockwave; worker was thrown against a wall, bruised ribs.",,
1183,8/7/2018 0:00,Country_01,Local_07,Construction,III,III,Male,Subcontractor,Fall from Height,"Worker stepped off a 0.8 m platform, twisting his knee; mild sprain.",,
1184,8/23/2018 0:00,Country_01,Local_01,Warehousing,III,IV,Male,Contractor,Crushing,Worker's hand was caught between two loads; bruising and minor laceration.,,
1185,9/8/2018 0:00,Country_01,Local_05,Mining,III,III,Male,Employee,Transport,Worker was nudged by a slow‑moving truck; fell and bruised his hip and elbow.,,
1186,9/24/2018 0:00,Country_01,Local_09,Manufacturing,III,IV,Male,Third Party,Chemical,A small splash of solvent caused skin redness on the forearm; treated with cream.,,
1187,10/10/2018 0:00,Country_01,Local_03,Construction,III,III,Male,Employee,Falling Object,"A 4 kg brick fell from a 2 m height; struck the worker's shoulder, causing a contusion.",,
1188,10/26/2018 0:00,Country_01,Local_06,Warehousing,III,IV,Male,Contractor,Electrical,Worker felt a mild static shock and dropped a box on his foot; bruised toes.,,
1189,11/11/2018 0:00,Country_01,Local_08,Mining,III,III,Male,Employee,Fire,A small fire in a waste bin; worker sustained a minor burn on the hand (1st degree).,,
1190,11/27/2018 0:00,Country_01,Local_02,Construction,III,IV,Male,Subcontractor,Fall from Height,Worker slipped from a 1.5 m scaffold; sprained his ankle and bruised his back.,,
1191,12/13/2018 0:00,Country_01,Local_04,Manufacturing,III,III,Male,Employee,Machinery,"Worker's hand got caught in a chain; he withdrew quickly, bruising his fingers.",,
1192,12/29/2018 0:00,Country_01,Local_10,Warehousing,III,IV,Male,Third Party,Transport,A pallet truck rolled over the worker's foot; resulted in a bruised foot and mild swelling.,,
1193,1/14/2016 0:00,Country_01,Local_07,Mining,III,III,Male,Employee,Falling Object,A small stone (2 kg) fell from a conveyor and hit the worker's arm; contusion and minor cut.,,
1194,1/30/2016 0:00,Country_01,Local_01,Construction,III,IV,Male,Contractor,Crushing,Worker's finger was pinched between two steel beams; swollen and bruised but no fracture.,,
1195,2/15/2016 0:00,Country_01,Local_05,Manufacturing,III,III,Male,Employee,Electrical,Worker received a slight shock from a 120V outlet; he jerked and bumped his elbow.,,
1196,3/2/2016 0:00,Country_01,Local_09,Warehousing,III,IV,Male,Third Party,Fire,A small electrical fire produced smoke; worker suffered mild respiratory irritation.,,
1197,3/18/2016 0:00,Country_01,Local_03,Mining,III,III,Male,Subcontractor,Transport,Worker was brushed by a swinging cable; suffered a bruised shoulder and minor abrasion.,,
1198,4/3/2016 0:00,Country_01,Local_06,Construction,III,IV,Male,Employee,Fall from Height,Worker stepped off a low platform (0.6 m) and twisted his ankle; moderate sprain.,,
1199,4/19/2016 0:00,Country_01,Local_08,Warehousing,III,III,Male,Contractor,Falling Object,"A small metal bracket (1 kg) fell from a shelf and hit the worker's head; hard hat protected, mild headache.",,
1200,5/5/2016 0:00,Country_01,Local_02,Mining,III,IV,Male,Employee,Explosion,A small blast sent a rock chip into the worker's leg; small laceration and bruise.,,
1201,5/21/2016 0:00,Country_01,Local_04,Manufacturing,III,III,Male,Third Party,Machinery,"Worker's glove caught in a belt; pulled free, sustaining a sprained wrist and abrasions.",,
1202,6/6/2016 0:00,Country_01,Local_10,Construction,III,IV,Male,Employee,Chemical,"A small amount of mortar got into the worker's eye; flushed, mild redness only.",,
1203,6/22/2016 0:00,Country_01,Local_07,Warehousing,III,III,Male,Subcontractor,Transport,"Worker was struck on the shin by a rolling drum (40 kg); large hematoma, no fracture.",,
1204,7/8/2016 0:00,Country_01,Local_01,Mining,III,IV,Male,Employee,Falling Object,A 5 kg rock fragment fell from a bucket and hit the worker's foot; bruised instep.,,
1205,7/24/2016 0:00,Country_01,Local_05,Manufacturing,III,III,Male,Contractor,Electrical,"Worker received a mild shock and dropped a tool on his toe, bruising it.",,
