,Data,Countries,Local,Industry Sector,Accident Level,Potential Accident Level,Genre,Employee or Third Party,Critical Risk,Description
5127,8/4/2015,,,,V,V,Male,Employee,"Fracture, Broken Bones","At 12:00 p.m. on August 4, 2015, an employee was cutting bread to make croutons for salads. The employee felt dizzy, fainted and fell, hitting his head against the floor. The employee sustained a skull fracture and was killed. "
5128,8/4/2015,,,,V,V,Male,Employee,Serious Fall/Strike,"At 11:45 a.m. on August 4, 2015, an employee got out of a truck and walked behind the trailer.The truck rolled back and the employee was crushed between the trailer and the dock. The employee sustained a crushed back and chest and was killed. illed."
5129,8/4/2015,,,,V,V,Male,Employee,Head Trauma,"At 3:00 p.m. on August 4, 2015, the employee was at a recycling yard unloading asphalt debris from a quad axle dump truck.  The employee was working alone. After dumping the asphalt debris, with the dump bed still tilted in the dump position, the employee walked to the back of the dump truck to visually check to ensure the bed was clear of all debris. The employee was struck in thehead by the tailgate and killed. e tailgate and killed."
5130,8/4/2015,,,,V,V,Male,Employee,Serious Fall/Strike,"On August 4, 2015 at 1:30 p.m., an employee was found unresponsive on the warehouse floor with no signs of injury.  Prior to the employee being found, the employee was in the process of assembling an order of industrial belts for shipment.  The employee was found by a co-worker with his head resting on the end of the first step of a mobile stair, with his body on the floor to the right of the mobile stair.  There were no witnesses to the incident, nor was there evidence that the employee fell while on the mobile stair.  The coroner's report confirmed death due to natural causes following the toxicology report and was not work-related. "
5131,8/3/2015,,,,V,V,Male,Employee,Head Trauma,"At 11:00 p.m. on August 3, 2015,  an employee was picking up a 40-pound box of wine from the platform of an order picker. The employee was wearing a harness but did not attach the harness to the retractable lanyard on the order picker. The employee fell from the order picker and sustained head and shoulder injuries, broken left arm and hip. The employee was killed by his injuries 15 days after the incident. "
5132,8/3/2015,,,,V,V,Male,Employee,Heat Exhaustion,"At 7:30 p.m. on August 3, 2015 a sand truck driver employee as off loading frac sand from a sand truck (pneumatic trailer) into a Sand King on the frac site. The employee was outside in hot weather, watching the gauges on the truck for at least an hour between 4:45 pm - 6:30 pm. The employee finished blowing off the load of frac sand and pulled away from the well head to about 1/4 mile down the lease road. The employee pulled over, parked, and reported to the Dispatcher that he was very hot and needed water. The employee reported the same to his wife afterwards on the cell phone and said he was going to drive to the truck stop in Gonzales to cool off. He was found dead in his truck at 7:30 pm by a coworker.  The cause of death is not yet determined. The employee may have become overheated while working outside, watching pneumatic gauges on his truck during blow down (unloading of sand). blow down (unloading of sand)."
5133,8/3/2015,,,,V,V,Female,Employee,Serious Fall/Strike,"At 7:34 a.m. on August 3, 2015 an employee was standing near a pallet of lumber. The employee was found laying unresponsive in lumber yard by a customer. The Emergency Room at Sutter Roseville Hospital is reporting that medical reports from the husband indicate she died from a brain aneurysm. Waiting for coroners report. The employee was not elevated and did not fall. "
5134,8/1/2015,,,,V,V,Male,Employee,Laceration,"At 11:00 a.m. on August 1, 2015, the employee was installing gas lines and condensation lines for air conditioning units on the roof. A 16' tape measure was used to measure the length of the pipes. A pipe cutter was used to cut plastic pipes to size and solvent cement was used to glue plastic pipes together. Also located on the roof, were an 8 inch crescent wrench, channel lock pliers, cur-off saw, and miter saw. The employee fell through an existing skylight and came to rest on top of an existing interior wall. Based on measurements, it is estimated that he fell approximately 15 feet. Employee was killed. "
5135,7/31/2015,,,,V,V,Male,Employee,Serious Fall/Strike,"At 2:00 a.m. on July 31, 2105, an employee was unloading a vehicle from the over the cab platform. The employee was fatally crushed between the winch cable and the flatbed when the free wheel was activated and the Honda Accord rolled off the top platform on to the drive way. "
5136,7/31/2015,,,,V,V,Male,Employee,"Asphyxiation, Drowning","At 9:30 a.m. on July 31, 2015, Employee #1 was scouting a forest fire that he was in charge of fighting. The employee was overcome by smoke inhalation and carbon monoxide and was killed. "
5137,7/31/2015,,,,V,V,Male,Employee,Serious Fall/Strike,"At 9:30 a.m. on July 31, 2015, Employee #1 was doing demolition work on a gazebo. The employee was trying to forcibly remove the center light electrical cable. This caused the gazebo to shift. The shift caused the roof to collapse, crushing and killing Employee #1. "
5138,7/31/2015,,,,V,V,Male,Employee,"Asphyxiation, Drowning","At 8:00 a.m. on July 31, 2015, an employee was working on an excavation.  The employee looked into the excavation when it collapsed and engulfed him when a 10 inch water main broke and he was covered with a water and mud mixture.  The employee drowned as a result. "
5139,7/31/2015,,,,V,V,Male,Employee,Fire Burn,"At 5:45 p.m. on July 31, 2015, Employee #1 was taking inventory of fireworks that were housed inside of a magazine. The fireworks exploded, causing a fire that burned Employee #1, killing him. "
5140,7/31/2015,,,,V,V,Male,Employee,Serious Fall/Strike,"At 4:30 p.m. on July 31, 2015, Employee #1 was placing aluminum material into a stretcher. The employee's pant leg got caught in the 130 foot rotating drive shaft, that was rotating at 60 turns per minute. The pressure from the turning shaft caused the caught pant leg to sever an artery, killing Employee #1. "
5141,7/31/2015,,,,V,V,Male,Employee,Electrocution,"At 1:30 a.m. on July 31, 2015, Employee #1 was troubleshooting a faulty electrical sign while energized and received an electrical shock. He was electrocuted and killed. "
5142,7/30/2015,,,,V,V,Female,Employee,"Fracture, Broken Bones","On July 30, 2015, at about 11:00 AM, Employee #1 and another co-worker were working on the east side of the building, installing wooden floor trusses for the 4th floor of an apartment complex. Employee #1 was issued a 3 foot lanyard with his harness connected to a wooden column using a 16 foot by 5/8 foot lifeline rope. Employee #1 was instructed to verify that the trusses were straight at the far side located 26 feet at the edge before using the nail gun to secure it in place. As Employee #1 was in the process of reconnecting himself to another anchor point with his lanyard, he fell off the building with two wooden trusses approximately 36 feet  to the ground. Employee #1 was an experienced framer and completed similar tasks of installing floor trusses in single family residential construction environment for many years. Employee #1 was not very experienced with working on many commercial projects involving apartment complexes. Employee # 1  was killed as a result of severe blunt force trauma to the chest with large injuries to the aorta, which caused significant paraspinous hematoma. Employee #1 never reconnected his lanyard to the new anchor point prior to him falling off the building. "
5143,7/30/2015,,,,V,V,Male,Employee,Serious Fall/Strike,"At 10:30 a.m. on July 30, 2015, Employee #1 was working on the rear axle torsion bar of a Peterbilt empty dump truck. The bed of the dump truck was suspended in the air with the hydraulic rod and body prop. The support platform that nested the body prop sheared back, away from the frame of the truck, and caused the bed to collapse on top of Employee #1, killing him. "
5144,7/30/2015,,,,V,V,Male,Employee,Serious Fall/Strike,"At 6:00 a.m. on July 30, 2015, an employee was delivering a trailer to a company owner's home.  The employee was struck by an unknown object, fractured their pelvis, and sustained unspecified internal injuries.  The employee was killed. "
5145,7/30/2015,,,,V,V,Male,Employee,Serious Fall/Strike,"At 3:00 p.m. on July 30, 2015, an employee was installing metal siding on a single family residential dwelling.  The employee fell from a scaffold which was 7 feet above the lower level and struck his head on the concrete slab, killing him. "
5146,7/29/2015,,,,V,V,Male,Employee,Serious Fall/Strike,"At 12:00 p.m. on July 29, 2015, an employee was pooling concrete onto a base slab with two coworkers.  The employee sat down to rest on a truck bumper and indicated that he was not feeling well to the two coworkers before he collapsed.  The coworkers started CPR and contacted 911.  Emergency personnel transported the employee to the local hospital where he was pronounced dead due to a heart attack. "
5147,7/29/2015,,,,V,V,Male,Employee,Serious Fall/Strike,"At 12:30 p.m. on July 29, 2015, an employee was working on a chimney from a boom basket.  The employee was killed when thrown from the basket when the aerial lift overturned. "
5148,7/29/2015,,,,V,V,Male,Employee,Fire Burn,"At 7:47 a.m. on July 29, 2015, Employee #1 was operating a John Deere Zero Turn Radius Mower, Model Number Z960A.  Employee #1 and a coworker were mowing along a two lane county road which had a ditch running parallel to the roadway. The coworker was working 100 feet in front of the employee. The mower that Employee #1 was operating rolled over into the ditch and caught fire. Employee #1 was pinned under the mower and received third-degree burns to the chest and legs. Employee #1 was killed as a result of the injuries sustained at the site. "
5149,7/29/2015,,,,V,V,Male,Employee,Serious Fall/Strike,"At 2:45 p.m. on July 29, 2015, Employee #1 and a coworker, working for a tree trimming company, were sent to a residential dwelling site to chip/grind up bush material that a fellow landscaping company had been removing. The wood chipper was a Morbark brand, Beever edition, Model Number M18R, with an open drum measuring 37.75-in by 65-in.  The wood chipper was parked in front of the house on the public street and was set to the auto-feed mode. The landscaping company had one worker on site.  All three workers were rotating from the back of the house to bring the bushes to the front of the house and run them through the tree trimming company's wood chipper.  Employee #1 brought bushes from the back of the house to the front yard and was running them through the chipper when he was caught by the spinning chipper drum and pulled into the machine.  Both the coworker and landscaping worker were behind the dwelling, wearing hearing protection, and did not hear Employee #1 in distress. Employee #1 sustained fatal injuries and was killed. Safety devices were present on the wood chipper at the time of the accident. "
5150,7/29/2015,,,,V,V,Male,Employee,"Asphyxiation, Drowning","At 2:00 p.m. on July 29, 2015, an employee, a 30 year old male laborer, was refinishing a bathtub for the housing authority.  The employee was working alone at this particular worksite and poured a chemical containing methylene chloride into the bathtub, brushed it onto the sides, and scraped the bathtub as part of a deglazing process.  The door was closed to help prevent vapors from spreading to the rest of the house, and a window in the bathroom was propped open with a can of shaving cream.  The employee was found hunched over the bathtub by the home leaseholder.  The employee was killed by methylene chloride exposure while using Savogran Superstrip. "
5151,7/29/2015,,,,V,V,Female,Employee,Serious Fall/Strike,"At 1:00 p.m. on July 29, 2015, Employee #1 climbed a palm tree to attach a felling line. As the employee was descending the palm tree, his climbing rope became caught in the palm frond bases that remained on the tree trunk. In an attempt to free his work positioning lanyard, he detached his lanyard from his tree workers' saddle. Employee #1 was not attached to the tree by any other method, and fell 35 feet to the ground, causing blunt force trauma and internal injuries, killing him. "
5152,7/29/2015,,,,V,V,Male,Employee,Electrocution,"At 1:30 p.m. on July 29, 2015, an employee was working inside an Eaton Dry Distribution Transformer, Serial # J14G00891, with a socket and ratchet.  The employee had removed the cover from the transformer and received an electrical shock on their hands.  The employee had not completed lockout, tagout procedures. "
5153,7/29/2015,,,,V,V,Male,Employee,Serious Fall/Strike,"At 1:30 p.m. on July 29, 2015, Employee #1 stated that he was not feeling well. The employee left the office trailer and got into the agency vehicle, Number 31Ct-036, in the parking lot. He was found by a coworker, sitting in the vehicle, unresponsive. Another coworker called emergency medical services and Fire Unit #164 arrived, and the fire fighter began cardiopulmonary resuscitation (CPR). Twenty minutes later an ambulance arrived and the Emergency Medical Technician took over administering CPR. Employee #1 was placed in the ambulance and taken to a near-by hospital where he was pronounced dead at 3:15 p.m. "
5154,7/28/2015,,,,V,V,Male,Employee,Serious Fall/Strike,"At 11:00 a.m. on July 28, 2015, Employee #1 was standing on the hill side. The skidder started to move and the operator saw Employee #1 on the ground 40 feet away. Employee #1 was struck by an unknown object, sustained head trauma, and was killed at the scene. "
5155,7/28/2015,,,,V,V,Male,Employee,"Bruising, Contusion","At 9:30 a.m. on July 28, 2015, Employee #1 was using a bucket truck aerial device, with a rope and lanyard attached, to lift a section of a spruce tree. The combined weight of the operator, section of tree, and bucket liner, exceeded the weight limit for the aerial unit, which caused the unit, including the truck body, to tip over. Employee #1 was connected to the bucket with a safety belt and lanyard. When the boom and bucket hit the ground, the bucket rotated, pinning the employee to the ground. The weight and pressure exerted on Employee #1 caused multiple fractures to the base of his skull, ribs, and sternum, lacerations of the heart, liver, pericardium, and pleura, killing him. "
5156,7/28/2015,,,,V,V,Male,Employee,"Fracture, Broken Bones","At 9:30 a.m. on July 28, 2015, an employee was replacing existing light fixtures with a new energy efficient LED lighting within a gymnasium.  The employee was working from Genie GS-1930 scissor lift at a height of 25-30 feet and had stripped the wire to install a LED fixture.  The employee received an electrical shock of 286V and fell from the lift striking the steps of the scissors lift.  The employee was killed due to a broken skull and a large loss of blood. "
5157,7/28/2015,,,,V,V,Male,Employee,Serious Fall/Strike,"At 8:15 a.m. on July 28, 2015, Employee #1 was welding and he was found dead. Death was determined to be non-work related. "
5158,7/28/2015,,,,V,V,Male,Employee,"Bruising, Contusion","At 4:00 p.m. on July 28, 2015, an employee was instructed by his supervisor to meet him at a second work location and collected his tools from the worksite. The employee stepped through the scaffold's handrails and stood up, hitting their head on the overhead structure.  The employee lost his balance and fell 45 feet to the walkway, and was killed from unspecified multiple blunt force injuries to their torso. "
5159,7/27/2015,,,,V,V,Male,Employee,Electrocution,"At 12:30 p.m. on July 27, 2015, Employee #1 was operating a 35 foot man lift to prune walnut trees that were at a height of 25 feet. The employee was in the basket of the elevated platform when he or the basket came in contact with a 12,000 volt electrical line that was running through the tree. Employee #1 was electrocuted and killed. "
5160,7/27/2015,,,,V,V,Female,Employee,"Fracture, Broken Bones","At 9:30 a.m. on July 27, 2015, Employee #1 loaded his tanker with production water and drove off the well site. He lost control of the tanker five miles south of the well site at a curve in the road.The tanker rolled over and Employee #1 was killed from multiple injuries. "
5161,7/27/2015,,,,V,V,Male,Employee,Serious Fall/Strike,"At 6:00 a.m. on July 27, 2015, Employee #1 was moving pivots for the farm sprinkler system using a Honda ATV, Foreman 500 Four-trax, Model #TRX500FM. While operating the ATV, the employee turned the handlebars hard to the right, causing a rollover. The area was level at the location where the employee was found, and in proximity to where he would have been moving pivots. Employee #1 was found face down in the middle of the dirt farm road with the ATV on top of him. He was killed by the roll-over. "
5162,7/27/2015,,,,V,V,Male,Employee,Laceration,"At 2:00 p.m. on July 27, 2015, Employee #1 and a co-worker were spraying weeds. After completion, the two returned to the shop area, riding in a Mobile Terrain Vehicle (MTV). They were traveling down a steep hill on the gravel road. Employee #1 failed to negotiate a curve heading west, and lost control of the MTV. The co-worker jumped out of the MTV before it skidded into a tree and then hit a second tree before coming to a stop. Employee #1 was still inside the MTV and was killed from head trauma and multiple injuries to the face and neck area. "
5163,7/27/2015,,,,V,V,Male,Employee,Serious Fall/Strike,"At 1:00 p.m. on July 27, 2015, Employee #1 was applying straw to a dike. At the completion of the work, the crew drove back to the parking area. Employee #1 was riding on the hay blower frame. He fell off of the back, onto the road and was run over by the rear tire. He was killed, sustaining multiple crush injuries to his upper and lower chest and abdomen. "
5164,7/26/2015,,,,V,V,Male,Employee,Puncture,"At 11:45 p.m. on July 26, 2015, Employee #1 was removing the accumulator bottle from the #80 3,000-ton die cast machine. The nitrogen gas bottle and the accumulator bottle for the #80 die cast machine was connected by a four foot hose. Before the accumulator bottle could be removed, the nitrogen gas had to be removed or isolated. In order to remove the nitrogen gas, both bottles had to be drained of their contents by opening the valves at the bottom of the bottles (the two inch valve remained open). In order to isolate the nitrogen gas, the two inch valve at the top of the nitrogen gas bottle had to be closed, isolating the nitrogen gas inside the nitrogen gas bottle, and the adjacent quarter inch valve, which empties the nitrogen from the accumulator bottle, had to be opened. Another employee opened the valves at the bottom of the nitrogen gas and accumulator bottles to release the contents while Employee #1 stood on a scissor lift, waiting for the release to complete before removing the hose, which can store up to 1,200 psi of pressure. When Employee #1 removed the four foot hose, it hit him twice, killing him. According to the employer, the valve at the top of the accumulator bottle was closed. Upon review of the scene following the accident, it is unclear whether the valve on the nitrogen gas bottle was not initially open before attempting to release the contents of the bottles, or if the valve was closed before the contents had been completely released. "
5165,7/26/2015,,,,V,V,Male,Employee,Serious Fall/Strike,"At 8:55 a.m. on July 26, 2015, Employee #1 was operating a grader at the edge of a landfill. The grader rolled backwards down the landfill incline. The grader flew into air, landed back on the ground and Employee #1, who was not wearing a seat belt, was ejected from cab. He sustained internal injuries from blunt force trauma when he hit the ground and was killed. "
5166,7/25/2015,,,,V,V,Male,Employee,"Asphyxiation, Drowning","At 10:30 a.m. on July 25, 2015, Employee #1 was replacing bus bars inside the cabinet of a Heat Inductor #1 at a host employer. Employee #1 worked for the manufacturer of the equipment and was tasked with maintenance and technical support to host employer. Employee #1 requested assistance from the host employer with lifting a heavy object and the host employer sent a utility technician to assist him. Employee #1 was working with the utility technician at the machine's maintenance position. Heat Inductor #1 was locked out with a host employer maintenance lock for protection of the equipment only. Heat Inductor #1 was in the maintenance position, which was all the way back to the end of the track.  Heat inductor #2 was taken offline by the operator. The operator was located in the operator's pulpit and could not see Employee #1 or the utility technician. Each heat inductor cabinet was approximately 157 inches long by 35 inches wide by 90 inches tall. The actual inductor hooked to the cabinet and extended another 10 to 12 feet. Each cabinet had 4 side hinged doors, running down both sides, for a total of 8 doors on the cabinet.  The inductors had 3 standard positions: in line for operation; resting or offline position; and maintenance position. Each inductor ran on metal tracks that extended approximately 40 feet to accommodate the 3 positions of the inductors. Both heat inductors were driven at 50 HP when moving on the tracks. As Heat Inductor #2 moved to the resting position, Employee #1 became caught between Heat Inductors #1 and #2. Employee #1 was positioned to the inside of Heat Inductor #1, between inductors #1 and #2. The utility technician was on the outside, not around any other moving inductors or moving equipment. Employee #1 was killed and suffered from total body blunt force trauma resulting from being crushed between Heat Inductors #1 and #2. trauma resulting from being crushed between Heat Inductors #1 and #2."
5167,7/25/2015,,,,V,V,Male,Employee,"Fracture, Broken Bones","At 10:30 a.m. on July 25, 2015, an employee was installing ceiling tiles while working from an 8 foot ladder.  The employee fell from the ladder and struck their head on the concrete floor, fracturing their skull.  The employee died the next day from their injuries. "
5168,7/25/2015,,,,V,V,Male,Employee,Head Trauma,"At 10:30 a.m. on July 25, 2015, an employee was sitting on top of one of the metal trellis joists that he was preparing to clean.  The employee fell from the joist, hit the railing or wall at the edge of the deck, and continued to fall approximately 14 feet to the concrete pool deck on second floor of the building.  The employee was wearing a harness, but was not connected to anything for fall protection. The employee was killed. "
5169,7/25/2015,,,,V,V,Female,Employee,Serious Fall/Strike,"At 8:30 a.m. on July 25, 2015, Employee #1 was directing the Morooka driver to a new downhill location using hand and verbal signals. The employee was directing the driver to move forward and proceed to the right. Employee #1 walked in-between a parked pickup and the tail end of the Morooka as it was moving away from him. Employee #1 was caught between its left rear end and the parked pick up truck, crushing and killing him. "
5170,7/25/2015,,,,V,V,Male,Employee,"Fracture, Broken Bones","At 1:30 p.m. on July 25, 2015, an employee was installing a new roof from a scaffold.  The employee was hit by several planks when the roof collapsed, forcing him from the scaffold to the ground.  The employee was killed from the tear of their aorta and had multiple unspecified fractures. "
5171,7/24/2015,,,,V,V,Male,Employee,Head Trauma,"At 11:30 a.m. on July 24, 2015, the employee was placing signs on the roadside for paving operations while standing on the tailgate of a trailer that was being pulled by an International Truck.  The truck driver struck a parked car that was on the side of the road and the trailer was turned 180 degrees in the roadway as the truck's rear wheels struck the car.  The employee was flung onto the roadway, killing him from blunt force trauma. "
5172,7/24/2015,,,,V,V,Male,Employee,Serious Fall/Strike,"At 10:30 a.m. on July 24, 2015, Employee #1 was observing a tree being cut. A dead tree limb fell and struck the employee in the head, killing him. "
5173,7/24/2015,,,,V,V,Male,Employee,Serious Fall/Strike,"At 9:00 a.m. on July 24, 2015, Employee #1 was on her way to pick up a load of salt water for an energy drilling company. She was struck by a company semi-truck that was attempting to back up. Employee #1 was killed and sustained blunt force injuries to her leg and torso. "
5174,7/24/2015,,,,V,V,Male,Employee,"Fracture, Broken Bones","At 8:00 a.m. on July 24, 2015, Employee #1 connected the water hose to his tank truck. The hose separated from the water source, striking the employee in the face and neck, killing him. "
5175,7/24/2015,,,,V,V,Male,Employee,Serious Fall/Strike,"At 8:30 a.m. on July 24, 2015, Employee #1 locked out and tagged out of the corn cookers and corn cooler and proceeded to go inside of the can cooler to remove a jammed can of corn. Once the can of corn was unjammed, the employee put the can cooler back together, and put it back into service. Employee #1 went outside to smoke a cigarette, when he started not feeling well. He went to the cafeteria for a drink, then went back to his office and sat down. Employee #1 took a drink, but became sick. He called his supervisor and stated that he was having chest pains, pain radiating down his right arm, and difficulty breathing. The supervisor called for an ambulance and Employee #1 was transported to hospital. While in route to the hospital, the employee went into cardiac arrest  and was pronounced dead on arrival at the hospital. "
5176,7/24/2015,,,,V,V,Male,Employee,"Asphyxiation, Drowning","At 8:02 p.m. on July 24, 2016, Employee #1 was blowing leaves around a swimming pool. The employee was found drowned inside a swimming pool by the home owner. There were no witnesses. "
5177,7/24/2015,,,,V,V,Male,Employee,Serious Fall/Strike,"At 7:30 a.m. on July 24, 2015, Employee #1 was repositioning a motor for a fan. The employee lost his balance and fell approximately 50 feet to the concrete flooring below. He was killed on impact. "
5178,7/24/2015,,,,V,V,Female,Employee,"Bruising, Contusion","At 3:30 p.m. on July 24, 2015, Employee #1 was fixing a hydraulic leak.  The employee loosened a hydraulic connection to begin the repair. The Bobcat skid-steer's arms dropped down on him, causing contusions and internal bleeding, killing him. "
5179,7/24/2015,,,,V,V,Male,Employee,Serious Fall/Strike,"At 2:00 a.m. on July 24, 2015, Employee #1, part of a five-man crew, was dispatched to a rural site to repair a transmission hold down structure. The crew placed two pole trucks in position to provide support for the two sagging hold down poles in order to begin the repair process. A third truck was placed in close proximity to raise a bucket with the employees in it, to remove the cross brace and insulators. Shortly after the center brace was removed, one of the poles was released by the pole clamp and fell over, striking Employee #1 on his head and shoulders, killing him. "
5180,7/23/2015,,,,V,V,Male,Employee,Serious Fall/Strike,"At 12:00 p.m. on July 23, 2015, Employee #1 was in the process of felling trees. As the employee pulled on the rope tied to the tree that was cut, the tree struck Employee #1 in the head, causing multiple blunt force injuries, and killing him. "
5181,7/23/2015,,,,V,V,Male,Employee,Laceration,"At 11:15 a.m. on July 23, 2015, Employee #1 was racking drill pipe on a oil and gas well platform. The service rig derrick fell over, crushing and killing Employee #1. "
5182,7/23/2015,,,,V,V,Male,Employee,Serious Fall/Strike,"At 8:45 a.m. on July 23, 2015, Employee #1 was trying to troubleshooting a system error in an automated picking system in a storage freezer. The employee used a catwalk to gain access to the upper level of the freezer storage area. Approximately 10 minutes later, he called the supervisor for help via his cell phone.  The Supervisor found Employee #1 on the floor, approximately 24 feet below the catwalk. There were keyed interlock gates on the catwalk, preventing access to the picking system or any open edge in the area. The gates were closed with the system still active when the employee was found. The cause of the fall is unknown. Employee #1 was killed and his injuries included a broken hip and internal bleeding. "
5183,7/23/2015,,,,V,V,Male,Employee,Dislocation,"At 1:00 p.m. on July 23, 2015, Employee #1 was driving a modified golf cart, putting down retro-reflective tabs on Highway 71 near mile marker 141.  The employee was heading northbound on the right hand shoulder of the highway when he neared a motorist, who was not being escorted by a pilot vehicle and was driving northbound in the right hand lane.  As the motorist neared the golf cart, the golf cart unexpectedly swerved left into the motorist path.  The golf cart was struck by the motorist and both vehicles ended up on the right hand side of the road.  Employee #1 was killed and sustained atllanto-occipital dissociation, fracture of C5 vertebrae with marked soft tissue hemorrhage, subarachnoid hemorrhage, multiple fractured ribs, fractured pelvis and various lacerations and contusions. "
5184,7/22/2015,,,,V,V,Male,Employee,Electrocution,"At 12:30 p.m. on July 22, 2015, an employee was inspecting the plumbing under a residential home and was electrocuted from a plug-in lamp that was used. "
5185,7/22/2015,,,,V,V,Male,Employee,Electrocution,"On July 22, 2015, an employee was stripping a live energized 120V 12 gauge with non-insulated Milwaukee multi-tool wire strippers and electrocuted themselves wile touching a surface that grounded them, completing the circuit through his body. "
5186,7/22/2015,,,,V,V,Male,Employee,Head Trauma,"At 8:19 a.m. on July 22, 2015, Employee #1 had just finished mopping the floor and putting the mop away. As he stepped onto the area of the floor that he had just mopped,his feet slipped out from under him. Employee #1 fell onto the concrete floor, striking the back of his head, causing a severe concussion with brain damage, killing him. "
5187,7/22/2015,,,,V,V,Female,Employee,Serious Fall/Strike,"At 6:00 p.m. on July 22, 2015, Employee #1 was driving a tractor on a levy road near an irrigation canal containing seven feet of water. The ROPS system had been removed from the tractor and the employee was not wearing a seat belt. The tractor went into the canal, flipped over, and pinned Employee #1 under the water, drowning him. He was killed at the site. There were no witnesses. "
5188,7/22/2015,,,,V,V,Male,Employee,"Bruising, Contusion","Employee #1 was attempting to cut down two trees. As he was walking away from the two cut trees that had not fallen, heading out to get another chainsaw, the second tree he had attempted to cut fell on him. Employee #1 was killed from a broken hip, internal injuries, broken ribs, broken back and an aortic laceration. "
5189,7/22/2015,,,,V,V,Male,Employee,Serious Fall/Strike,"At 2:00 p.m. on July 22, 2015, Employee #1 was acting as a switcher on a three-man crew, tasked with moving rail cars. Employee #1 was standing on the first step of the locomotive while it was moving approximately 5-6 mph to the connector location. Based on the photographic evidence and a partial eye-witness, it appears that the employee was rolled under the fuel tank, which protrudes from the side of the locomotive. Employee #1 suffered multiple contusions to his upper torso and lacerations to his left thigh and left heel, resulting in his death. "
5190,7/22/2015,,,,V,V,Male,Employee,Head Trauma,"At 1:00 p.m. on July 22, 2015, an employee was installing sealant on the edge of a metal roof before installing a sheet of 30 foot metal roofing material. Several coworkers carried the roofing sheet and set it in place so it could be locked down.  The employee fell forward and dropped 30 feet to the ground. The employee was wearing fall protection equipment but did not have it connected.   The employee was killed. "
5191,7/21/2015,,,,V,V,Male,Employee,Serious Fall/Strike,"At 9:30 p.m. on July 21, 2015, an employee, a construction worker, was doing some light demolition and clean-out of debris from a hospital worksite.  The employee collapsed at the end of a 7-hour work shift and was killed from heat-induced seizures. The ambient temperature on that day reached 91 degrees Fahrenheit. "
5192,7/21/2015,,,,V,V,Male,Employee,"Fracture, Broken Bones","At 4:00 p.m. on July 21, 2015, Employee #1 was tossing bales of straw off of a trailer onto a bale elevator. Employee#1 overthrew a bale and saw that it was not aligned properly on the elevator. The employee  jumped off of the trailer that contained the straw bales and walked around to the opposite side of the bale elevator. Her dress became caught in the chain and sprocket and eventually the PTO shaft, causing massive trauma to her head, neck and limbs, killing her at the site. "
5193,7/20/2015,,,,V,V,Male,Employee,Serious Fall/Strike,"At 11:47 a.m. on July 20, 2015, a worker was operating a riding lawn mower around a retention pond, when it rolled over. He fell into the water of the retention pond and became trapped under lawn mower causing him to drown. "
5194,7/20/2015,,,,V,V,Male,Employee,Head Trauma,"At 5:30 p.m. on July 20, 2015, Employee #1, a 54 year old male, was putting truck exhaust pipes away on the upper level of a mezzanine. The employee was found unconscious on the concrete floor below the mezzanine. The employee fell approximately four to eight feet from the ladder or the mezzanine to the lower level striking his head. The employee died later that day as a result of head trauma. There were no witnesses to the fatal incident.  He died from a concussion and skull fracture. "
5195,7/20/2015,,,,V,V,Male,Employee,Serious Fall/Strike,"A 2:23 p.m. on July 20, 2015, an employee was working inside a new residence that was under construction and was touching up drywall with spackle and a putty knife.  The employee was found by coworkers in a small room laying face up with his hands holding his chest.  The coroner completed an autopsy on the employee and determined the cause of death as cardiovascular disease. "
5196,7/20/2015,,,,V,V,Female,Employee,Serious Fall/Strike,"At 1:00 p.m. on July 20, 2015, an employee was assisting coworkers with moving garbage and getting tools as needed while working on a roof.  The employee had left earlier around 12:00 p.m. noon, complaining about the effects of the heat as it was a very hot day.  The employee sat in an air conditioned truck and drank some water before going to the store to pick up some additional building supplies.  At approximately 1:00 p.m., the employee became ill, was gasping for air with their lips turning blue.  The employee was taken to into an air-conditioned trailer where their boss began CPR. Emergency Services were contacted, responded, and finally pronounced the employee dead at 2:00 p.m. "
5197,7/20/2015,,,,V,V,Male,Employee,Serious Fall/Strike,"At 2:30 p.m. on July 20, 2015, an employee was walking and experienced a heart attack. "
5198,7/20/2015,,,,V,V,Male,Employee,Serious Fall/Strike,"At 1:00 a.m. on July 20, 2015, Employee#1 and two coworkers were applying tape to the sleeves/fittings of steel piping, ranging in size, in a newly constructed building. While Employee #1 and his coworkers were standing in front of a rail system and applying the tape, a forklift operator was unloading the steel piping. Four stacks of piping were to be delivered in total.  As the forklift operator was loading the third stack of piping, he inadvertently struck one of the loads causing a 54 inch sleeve/fitting that weighed 2,000 pounds to fall and pin Employee #1 to the ground. Employee #1 died as a result of his injuries that included damage to multiple organs. "
5199,7/19/2015,,,,V,V,Male,Employee,Laceration,"At 9:00 a.m. on July 19, 2015, a worker was detailing a car at a car wash facility when he was run over by another car. As he was cleaning the driver's side window of the vehicle, going through an automated car wash, a customer exiting the car wash area crashed into the rear of the car the worker was detailing. This resulted in the worker being struck by the customer's vehicle and dragged approximately 90 feet that included traveling over an embankment and curb. The worker died as a result of his injuries that included multiple severe lacerations and fractures. "
5200,7/19/2015,,,,V,V,Male,Employee,Heat Exhaustion,"At 7:05 p.m. on July 19, 2015, an employee was installing a new had-scraped hardwood floor before being overcome by heat.  The employee died from heatstroke. "
